,SQ_CANDIDATO,NR_CPF_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,NR_CANDIDATO,DS_SIT_TOT_TURNO,DS_CARGO,NM_UE
3871,240001610977,-4,JORGE GOETTEN,PL,2222,ELEITO POR QP,DEPUTADO FEDERAL,SANTA CATARINA
4027,240001611938,-4,CARMEN ZANOTTO,CIDADANIA,2323,ELEITO POR QP,DEPUTADO FEDERAL,SANTA CATARINA
4030,240001612502,-4,MARCOS VIEIRA,PSDB,45699,ELEITO POR QP,DEPUTADO ESTADUAL,SANTA CATARINA
4046,250001639557,-4,TOMÉ ABDUCH,REPUBLICANOS,10550,ELEITO POR QP,DEPUTADO ESTADUAL,SÃO PAULO
4057,190001639136,-4,CARLOS MINC,PSB,40000,ELEITO POR QP,DEPUTADO ESTADUAL,RIO DE JANEIRO
4074,190001644973,-4,OTONI DE PAULA,MDB,1522,ELEITO POR QP,DEPUTADO FEDERAL,RIO DE JANEIRO
4086,250001643762,-4,HELINHO ZANATTA,PSC,20123,ELEITO POR QP,DEPUTADO ESTADUAL,SÃO PAULO
4105,30001606516,-4,ROBERTO,UNIÃO,44111,ELEITO POR QP,DEPUTADO ESTADUAL,AMAPÁ
4117,30001619677,-4,TELES JR,PDT,77,ELEITO,VICE-GOVERNADOR,AMAPÁ
4121,30001619676,-4,CLÉCIO,SOLIDARIEDADE,77,ELEITO,GOVERNADOR,AMAPÁ
4190,70001595679,-4,ERIKA KOKAY,PT,1331,ELEITO POR QP,DEPUTADO FEDERAL,DISTRITO FEDERAL
4198,70001615666,-4,FRED LINHARES,REPUBLICANOS,1020,ELEITO POR QP,DEPUTADO FEDERAL,DISTRITO FEDERAL
4233,70001615922,-4,BIA KICIS,PL,2222,ELEITO POR QP,DEPUTADO FEDERAL,DISTRITO FEDERAL
4284,40001618658,-4,ALESSANDRA CAMPELO,PSC,20123,ELEITO POR QP,DEPUTADO ESTADUAL,AMAZONAS
4293,40001620692,-4,FELIPE SOUZA,PATRIOTA,51000,ELEITO POR QP,DEPUTADO ESTADUAL,AMAZONAS
4311,110001643417,-4,NININHO,PSD,55123,ELEITO POR QP,DEPUTADO ESTADUAL,MATO GROSSO
4329,120001613590,-4,ZÉ TEIXEIRA,PSDB,45121,ELEITO POR QP,DEPUTADO ESTADUAL,MATO GROSSO DO SUL
4361,120001645383,-4,LONDRES MACHADO,PP,11123,ELEITO POR QP,DEPUTADO ESTADUAL,MATO GROSSO DO SUL
4368,120001614728,-4,CORONEL DAVID,PL,22800,ELEITO POR QP,DEPUTADO ESTADUAL,MATO GROSSO DO SUL
4379,120001643162,-4,JUNIOR MOCHI,MDB,15555,ELEITO POR QP,DEPUTADO ESTADUAL,MATO GROSSO DO SUL
4392,120001651639,-4,TENENTE PORTELA,PL,111,ELEITO,1º SUPLENTE,MATO GROSSO DO SUL
4401,120001652317,-4,PEDRO KEMP,PT,13613,ELEITO POR QP,DEPUTADO ESTADUAL,MATO GROSSO DO SUL
4420,110001612939,-4,ENG. SEBASTIÃO MACHADO REZENDE,UNIÃO,44044,ELEITO POR QP,DEPUTADO ESTADUAL,MATO GROSSO
4430,110001635657,-4,DIEGO GUIMARÃES,REPUBLICANOS,10444,ELEITO POR QP,DEPUTADO ESTADUAL,MATO GROSSO
4439,140001621348,-4,RENILCE NICODEMOS,MDB,1577,ELEITO POR QP,DEPUTADO FEDERAL,PARÁ
4466,150001619570,-4,FRANCISCA MOTTA,REPUBLICANOS,10111,ELEITO POR QP,DEPUTADO ESTADUAL,PARAÍBA
4478,120001612323,-4,BETO PEREIRA,PSDB,4545,ELEITO POR QP,DEPUTADO FEDERAL,MATO GROSSO DO SUL
4509,150001612058,-4,DR. JANE PANTA,PP,11111,ELEITO POR QP,DEPUTADO ESTADUAL,PARAÍBA
4519,120001652595,-4,VANDER LOUBET,PT,1331,ELEITO POR QP,DEPUTADO FEDERAL,MATO GROSSO DO SUL
4530,140001621060,-4,ADRIANO COELHO,PDT,12000,ELEITO POR QP,DEPUTADO ESTADUAL,PARÁ
4533,180001604042,-4,BARBARA DO FIRMINO,PP,11456,ELEITO POR QP,DEPUTADO ESTADUAL,PIAUÍ
4534,180001605683,-4,DR. VINICIUS,PT,13121,ELEITO POR QP,DEPUTADO ESTADUAL,PIAUÍ
4536,150001621390,-4,EFRAIM FILHO,UNIÃO,444,ELEITO,SENADOR,PARAÍBA
4568,190001596754,-4,CÉLIA JORDÃO,PL,22220,ELEITO POR QP,DEPUTADO ESTADUAL,RIO DE JANEIRO
4572,180001605756,-4,SEVERO EULÁLIO,MDB,15101,ELEITO POR QP,DEPUTADO ESTADUAL,PIAUÍ
4589,190001600487,-4,TALIRIA PETRONE,PSOL,5077,ELEITO POR QP,DEPUTADO FEDERAL,RIO DE JANEIRO
4599,190001596738,-4,FILIPPE POUBEL,PL,22622,ELEITO POR QP,DEPUTADO ESTADUAL,RIO DE JANEIRO
4600,190001596741,-4,DOUGLAS RUAS,PL,22022,ELEITO POR QP,DEPUTADO ESTADUAL,RIO DE JANEIRO
4625,150001621377,-4,FABIO RAMALHO,PSDB,45555,ELEITO POR QP,DEPUTADO ESTADUAL,PARAÍBA
4631,210001598529,-4,MATHEUS GOMES,PSOL,50123,ELEITO POR QP,DEPUTADO ESTADUAL,RIO GRANDE DO SUL
4635,210001601587,-4,TENENTE CORONEL ZUCCO,REPUBLICANOS,1022,ELEITO POR QP,DEPUTADO FEDERAL,RIO GRANDE DO SUL
4664,180001605752,-4,HENRIQUE PIRES,MDB,15123,ELEITO POR QP,DEPUTADO ESTADUAL,PIAUÍ
4699,190001596756,-4,DELAROLI,PL,22222,ELEITO POR QP,DEPUTADO ESTADUAL,RIO DE JANEIRO
4756,250001610136,-4,TENENTE COIMBRA,PL,22444,ELEITO POR QP,DEPUTADO ESTADUAL,SÃO PAULO
4764,250001610167,-4,VALERIA BOLSONARO,PL,22922,ELEITO POR QP,DEPUTADO ESTADUAL,SÃO PAULO
4767,250001611365,-4,CARLA ZAMBELLI,PL,2210,ELEITO POR QP,DEPUTADO FEDERAL,SÃO PAULO
4792,250001610674,-4,CARLOS ZARATTINI,PT,1370,ELEITO POR QP,DEPUTADO FEDERAL,SÃO PAULO
4795,210001604650,-4,MARIA DO ROSÁRIO,PT,1370,ELEITO POR QP,DEPUTADO FEDERAL,RIO GRANDE DO SUL
4796,210001604656,-4,ALEXANDRE LINDENMEYER,PT,1311,ELEITO POR QP,DEPUTADO FEDERAL,RIO GRANDE DO SUL
4801,250001611335,-4,PASTOR MARCO FELICIANO,PL,2270,ELEITO POR QP,DEPUTADO FEDERAL,SÃO PAULO
4860,210001620207,-4, DELEGADA NADINE,PSDB,45444,ELEITO POR QP,DEPUTADO ESTADUAL,RIO GRANDE DO SUL
4878,210001621330,-4,LUIZ MARENCO,PDT,12220,ELEITO POR QP,DEPUTADO ESTADUAL,RIO GRANDE DO SUL
4882,250001611775,-4,MARCIA LIA,PT,13113,ELEITO POR QP,DEPUTADO ESTADUAL,SÃO PAULO
4887,50001603638,-4,JERÔNIMO,PT,13,ELEITO,GOVERNADOR,BAHIA
4889,210001647167,-4,FREDERICO ANTUNES,PP,11122,ELEITO POR QP,DEPUTADO ESTADUAL,RIO GRANDE DO SUL
4893,50001605790,-4,OTTO ALENCAR,PSD,555,ELEITO,SENADOR,BAHIA
4945,50001606416,-4,JUNIOR MUNIZ,PT,13000,ELEITO POR QP,DEPUTADO ESTADUAL,BAHIA
4966,80001604502,-4,ALCÂNTARO,REPUBLICANOS,10100,ELEITO POR QP,DEPUTADO ESTADUAL,ESPÍRITO SANTO
4990,250001611374,-4,EDUARDO BOLSONARO,PL,2222,ELEITO POR QP,DEPUTADO FEDERAL,SÃO PAULO
5009,50001606417,-4,ROBINSON,PT,13500,ELEITO POR QP,DEPUTADO ESTADUAL,BAHIA
5015,80001648792,-4,CAPITÃO ASSUMÇÃO,PL,22190,ELEITO POR QP,DEPUTADO ESTADUAL,ESPÍRITO SANTO
5031,270001649254,-4,PROFESSORA DORINHA,UNIÃO,444,ELEITO,SENADOR,TOCANTINS
5032,270001652199,-4,LAUREZ MOREIRA,PDT,10,ELEITO,VICE-GOVERNADOR,TOCANTINS
5042,80001719429,-4,HELDER SALOMÃO,PT,1350,ELEITO POR QP,DEPUTADO FEDERAL,ESPÍRITO SANTO
5084,80001649890,-4,RAQUEL LESSA,PP,11333,ELEITO POR QP,DEPUTADO ESTADUAL,ESPÍRITO SANTO
5146,130001607388,-4,BETÃO,PT,13613,ELEITO POR QP,DEPUTADO ESTADUAL,MINAS GERAIS
5154,130001607410,-4,PROFESSOR CLEITON (CLEITINHO),PV,43700,ELEITO POR QP,DEPUTADO ESTADUAL,MINAS GERAIS
5155,130001607412,-4,LOHANNA,PV,43500,ELEITO POR QP,DEPUTADO ESTADUAL,MINAS GERAIS
5172,130001607361,-4,CRISTIANO SILVEIRA,PT,13120,ELEITO POR QP,DEPUTADO ESTADUAL,MINAS GERAIS
5194,150001621672,-4,JUNIOR ARAUJO,PSB,40777,ELEITO POR QP,DEPUTADO ESTADUAL,PARAÍBA
5205,130001604379,-4,CASSIO SOARES,PSD,55555,ELEITO POR QP,DEPUTADO ESTADUAL,MINAS GERAIS
5224,160001603306,-4,TIÃO MEDEIROS,PP,1199,ELEITO POR QP,DEPUTADO FEDERAL,PARANÁ
5257,160001603347,-4,MATHEUS VERMELHO,PP,11888,ELEITO POR QP,DEPUTADO ESTADUAL,PARANÁ
5271,150001621679,-4,GERVASIO MAIA,PSB,4040,ELEITO POR QP,DEPUTADO FEDERAL,PARAÍBA
5297,130001598589,-4,ZÉ LAVIOLA,NOVO,30011,ELEITO POR QP,DEPUTADO ESTADUAL,MINAS GERAIS
